publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,confirmed_deaths,total_cases,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2018-11-09,2018-11-08,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9nov
2018-11-09,2018-11-08,COD,North Kivu,Vuhovi,3,0,2,3,2,0,0,0,0,NA,NA,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9nov
2018-11-09,2018-11-08,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9nov
2018-11-09,2018-11-08,COD,Ituri,Mandima,9,2,1,11,3,1,0,0,3,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9nov
2018-11-09,2018-11-08,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_9nov
2018-11-08,2018-11-07,COD,North Kivu,Beni,144,8,84,152,92,20,0,0,45,NA,NA,1,0,1,0,0,-11,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Butembo,32,2,18,34,20,4,0,0,11,NA,NA,1,0,1,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Kalunguta,7,0,1,7,1,6,0,0,1,NA,NA,1,0,1,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Mabalako,73,21,47,94,68,6,0,0,29,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Mangurujipa,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Masereka,4,0,1,4,1,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Mutwanga,1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,North Kivu,Vuhovi,2,0,2,2,2,1,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,Ituri,Mandima,9,2,1,11,3,0,0,0,3,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-08,2018-11-07,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_8nov
2018-11-07,2018-11-06,COD,North Kivu,Beni,143,8,84,151,92,31,0,3,45,NA,NA,2,0,2,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Butembo,31,2,18,33,20,1,1,0,11,NA,NA,0,0,0,1,1,-14,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Kalunguta,6,0,1,6,1,1,0,0,1,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Mabalako,73,21,47,94,68,3,0,0,29,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Masereka,4,0,1,4,1,0,0,0,0,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Musienene,0,1,0,1,1,1,0,0,0,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,North Kivu,Vuhovi,2,0,2,2,2,1,1,0,0,NA,NA,1,0,1,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,Ituri,Mandima,9,2,1,11,3,1,0,0,3,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-07,2018-11-06,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_7nov
2018-11-06,2018-11-05,COD,North Kivu,Beni,141,8,84,149,92,31,1,0,42,NA,NA,1,0,1,1,1,9,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Butembo,31,2,17,33,19,15,1,0,11,NA,NA,1,0,1,1,1,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Kalunguta,6,0,1,6,1,2,0,0,1,NA,NA,3,0,3,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Mabalako,73,21,47,94,68,4,1,0,29,NA,NA,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Masereka,4,0,1,4,1,4,0,0,0,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,Ituri,Mandima,9,2,1,11,3,3,0,0,3,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-06,2018-11-05,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_6nov
2018-11-05,2018-11-04,COD,North Kivu,Beni,140,8,83,148,91,22,0,7,42,NA,NA,1,0,1,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Butembo,30,2,16,32,18,7,0,0,11,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Goma,0,0,0,0,0,3,0,0,0,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Kalunguta,3,0,1,3,1,1,0,0,1,NA,NA,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Mabalako,73,21,46,94,67,3,0,0,29,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Masereka,4,0,1,4,1,1,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Musienene,0,1,0,1,1,1,0,0,0,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,North Kivu,Vuhovi,1,0,1,1,1,1,0,0,0,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,Ituri,Mandima,9,2,1,11,3,0,0,0,3,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-05,2018-11-04,COD,Ituri,Tchomia,2,0,2,2,2,2,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_5nov
2018-11-04,2018-11-03,COD,North Kivu,Beni,139,8,83,147,91,26,3,0,35,NA,NA,2,0,2,3,3,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Butembo,30,2,16,32,18,4,1,0,11,NA,NA,1,0,1,1,1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Kalunguta,2,0,1,2,1,2,0,0,1,NA,NA,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Mabalako,73,21,46,94,67,5,0,0,29,NA,NA,2,0,2,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Masereka,4,0,1,4,1,2,0,0,0,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Oicha,2,1,0,3,1,2,0,0,2,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,Ituri,Mandima,9,2,1,11,3,2,0,0,3,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-04,2018-11-03,COD,Ituri,Tchomia,2,0,2,2,2,3,0,0,0,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_4nov
2018-11-03,2018-11-02,COD,North Kivu,Beni,137,8,80,145,88,32,0,0,35,NA,NA,3,0,3,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Butembo,29,2,15,31,17,7,1,0,11,NA,NA,3,0,3,1,1,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Kalunguta,2,0,1,2,1,7,0,0,1,NA,NA,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Mabalako,71,21,46,92,67,4,0,0,29,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Masereka,4,0,1,4,1,0,0,0,0,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,Ituri,Mandima,9,2,1,11,3,0,0,0,3,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-03,2018-11-02,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_3nov
2018-11-02,2018-11-01,COD,North Kivu,Beni,134,8,80,142,88,34,0,0,35,34,0,2,0,2,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Butembo,26,2,14,28,16,2,1,0,11,2,0,0,0,0,1,1,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Kalunguta,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Mabalako,71,21,46,92,67,1,0,0,29,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Masereka,4,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Mandima,9,2,1,11,3,1,0,0,3,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-01,2018-10-31,COD,North Kivu,Beni,132,8,80,140,88,32,1,0,35,32,0,4,0,4,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Butembo,26,2,13,28,15,4,0,0,11,4,0,2,0,2,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Kalunguta,2,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Mabalako,71,21,46,92,67,2,0,0,29,2,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Masereka,4,0,1,4,1,2,0,0,0,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Mandima,9,2,1,11,3,0,0,0,3,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-10-31,2018-10-30,COD,North Kivu,Beni,128,8,79,136,87,32,2,6,35,32,0,2,0,2,2,2,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Butembo,24,2,13,26,15,8,1,1,11,8,0,0,0,0,1,1,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Kalunguta,2,0,1,2,1,3,0,0,1,3,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Mabalako,71,21,46,92,67,3,0,0,29,3,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Masereka,4,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Oicha,2,1,0,3,1,2,0,0,2,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Vuhovi,1,0,1,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Komanda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Mandima,9,2,1,11,3,2,0,0,3,2,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-30,2018-10-29,COD,North Kivu,Beni,126,8,77,134,85,39,1,1,29,39,0,2,0,2,1,1,17,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Butembo,24,2,12,26,14,6,0,0,10,6,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Kalunguta,2,0,1,2,1,3,0,0,1,3,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Mabalako,71,21,46,92,67,5,0,0,29,5,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Masereka,4,0,1,4,1,3,0,0,0,3,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Oicha,2,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Komanda,1,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Mandima,9,2,1,11,3,4,0,0,3,4,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-29,2018-10-28,COD,North Kivu,Beni,124,8,76,132,84,22,3,1,28,22,0,4,0,4,3,3,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Butembo,24,2,12,26,14,3,1,2,10,3,0,3,0,3,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Kalunguta,2,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Mabalako,71,21,46,92,67,3,0,0,29,3,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Masereka,4,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Musienene,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
